"mPFC NA","mPFC MHPG","mPFC DOPAC","mPFC DA","mPFC 5-HIAA","mPFC HVA","mPFC 5-HT","mPFC 3-MT","Nacc NA","Nacc MHPG","Nacc DOPAC","Nacc DA","Nacc 5-HIAA","Nacc HVA","Nacc 5-HT","Nacc 3-MT","Cpu NA","Cpu MHPG","Cpu DOPAC","Cpu DA","Cpu 5-HIAA","Cpu HVA","Cpu 5-HT","Cpu 3-MT","Hipp NA","Hipp MHPG","Hipp DOPAC","Hipp DA","Hipp 5-HIAA","Hipp HVA","Hipp 5-HT","Hipp 3-MT","Amygdala NA","Amygdala MHPG","Amygdala DOPAC","Amygdala DA","Amygdala 5-HIAA","Amygdala HVA","Amygdala 5-HT","Amygdala 3-MT","VTA NA","VTA MHPG","VTA DOPAC","VTA DA","VTA 5-HIAA","VTA HVA","VTA 5-HT","VTA 3-MT","mPFC Taurine","mPFC Gln","mPFC Gly","mPFC Asp","mPFC Glu","mPFC Ala","mPFC GABA","Nacc Taurine","Nacc Gln","Nacc Gly","Nacc Asp","Nacc Glu","Nacc Ala","Nacc GABA","Cpu Taurine","Cpu Gln","Cpu Gly","Cpu Asp","Cpu Glu","Cpu Ala","Cpu GABA","Hipp Taurine","Hipp Gln","Hipp Gly","Hipp Asp","Hipp Glu","Hipp Ala","Hipp GABA","Amygdala Taurine","Amygdala Gln","Amygdala Gly","Amygdala Asp","Amygdala Glu","Amygdala Ala","Amygdala GABA","VTA Taurine","VTA Gln","VTA Gly","VTA Asp","VTA Glu","VTA Ala","VTA GABA","mPFC 3-MT/DA","mPFC DOPAC/DA","mPFC HVA/DA","mPFC 5-HIAA/5-HT","mPFC MHPG/NA","Nacc 3-MT/DA","Nacc DOPAC/DA","Nacc HVA/DA","Nacc 5-HIAA/5-HT","Nacc MHPG/NA","Nacc Glu/Gln","Nacc Glu/GABA","Cpu 3-MT/DA","Cpu DOPAC/DA","Cpu HVA/DA","Cpu 5-HIAA/5-HT","Cpu MHPG/NA","Cpu Glu/Gln","Cpu Glu/GABA","Hipp 3-MT/DA","Hipp DOPAC/DA","Hipp HVA/DA","Hipp 5-HIAA/5-HT","Hipp MHPG/NA","Hipp Glu/Gln","Hipp Glu/GABA","Amygdala 3-MT/DA","Amygdala DOPAC/DA","Amygdala HVA/DA","Amygdala 5-HIAA/5-HT","Amygdala MHPG/NA","Amygdala Glu/Gln","Amygdala Glu/GABA","VTA 3-MT/DA","VTA DOPAC/DA","VTA HVA/DA","VTA 5-HIAA/5-HT","VTA MHPG/NA","VTA Glu/Gln","VTA Glu/GABA","Withdrawal","Morphine","USV episodes"
283.923999999998,41.6779999999996,72.7899999999994,81.2999999999993,113.783999999999,105.755999999999,114.177999999999,0,2451.10808823532,30.2161764705886,1169.71764705884,3855.36838235299,458.677941176476,406.237500000005,560.490441176477,89.9382352941187,112.885263157894,19.3752631578946,1299.85578947368,11258.8310526315,220.419473684209,867.288947368415,208.010526315788,343.36736842105,319.245348837211,31.5296511627909,8.4209302325582,17.1680232558141,215.604069767443,11.2063953488373,179.298837209304,0,424.425524475519,3.73951048951044,88.3993006992995,859.79790209789,135.73846153846,57.8937062937055,317.593006993003,38.5363636363631,451.12417582417,24.9131868131865,371.23516483516,1142.22692307691,369.990659340655,245.451098901096,563.594505494499,44.5730769230764,6.25399999999995,3.18999999999997,0.639999999999995,1.64599999999999,10.3699999999999,0.473999999999996,1.50399999999999,5.68897058823536,4.64338235294123,0.873529411764717,2.57647058823532,8.06029411764715,0.463235294117653,8.42426470588245,8.73947368421047,4.47631578947365,0.612631578947364,1.47947368421052,9.11052631578941,0.603157894736838,1.68157894736841,6.27034883720934,3.7604651162791,0.683720930232563,1.60813953488373,9.71162790697681,0.781395348837215,1.92034883720932,4.46118881118875,3.74265734265729,0.534965034965027,1.84405594405592,8.74090909090897,0.430069930069924,2.3328671328671,2.54999999999997,2.71318681318678,0.984065934065922,1.95164835164833,4.81978021978016,0.290109890109887,4.04340659340654,0,0.895325953259533,1.30081180811808,0.996549247665925,0.146792803708035,0.023328052309032,0.30339970945784,0.10536930838035,0.81835105022256,0.012327557734242,1.73586698337292,0.956794972505892,0.0304976037757308,0.115452108962046,0.0770318822011016,1.05965538181266,0.171636780708871,2.0352733686067,5.41784037558685,0,0.490500863557858,0.65274814589048,1.20248448413393,0.0987630713419365,2.58256029684601,5.05722070844687,0.0448202578098122,0.102814045583976,0.0673340864782828,0.427397513640627,0.00881075777459783,2.33548206278027,3.74685251798561,0.0390229612194802,0.325009993491603,0.214888209988874,0.656483794170464,0.0552246768146974,1.77642770352369,1.19200978393804,"control","saline",27
296.659756097562,48.6951219512196,45.3384146341464,88.1670731707319,131.187804878049,103.086585365854,154.955487804878,0,871.751351351369,33.4155405405412,1450.39864864868,5287.77364864875,482.329054054064,621.504729729742,644.041216216229,117.152027027029,89.4014018691594,23.4883177570095,1475.04953271029,10423.0570093459,233.259813084114,924.534112149539,172.980841121496,283.610747663553,234.408870967743,39.4306451612904,4.58225806451614,7.71532258064518,209.874193548388,7.05000000000002,153.176612903226,0,397.763245033115,4.35298013245036,93.1857615894046,1072.05794701988,159.23046357616,64.1225165562918,346.241721854307,28.123509933775,457.456818181822,37.3340909090913,455.118181818186,1153.30681818183,277.170454545457,275.165909090912,421.98863636364,66.538636363637,6.14634146341464,3.36036585365854,0.671341463414635,1.58414634146342,10.0737804878049,0.453658536585367,1.58780487804878,6.03648648648661,4.59932432432442,0.762162162162177,2.21756756756761,7.8405405405407,0.512837837837848,7.87702702702719,8.677570093458,4.66962616822433,0.609813084112153,1.70327102803739,9.40093457943931,0.629439252336452,1.98785046728973,5.93951612903227,3.54919354838711,0.679838709677421,1.34274193548387,8.63709677419357,0.747580645161292,1.8725806451613,4.73841059602652,3.8334437086093,0.489735099337752,1.9450331125828,9.0735099337749,0.419205298013248,2.52218543046359,2.64090909090911,2.87500000000003,0.945454545454554,1.81136363636365,4.75909090909095,0.30227272727273,4.98181818181823,0,0.514232955724304,1.16921863977758,0.846616062047716,0.164144684104727,0.0221552651099138,0.274292877309397,0.117536182716248,0.748910227963,0.0383315041482198,1.70471573380344,0.995367987647967,0.0272099392154579,0.141517937720928,0.0887008591932821,1.34847195545939,0.262728741003246,2.01320924647253,4.72919605077574,0,0.593916588272186,0.913766070868611,1.37014515186455,0.168213109847351,2.43353783231084,4.61240310077519,0.0262331994384755,0.0869223178172821,0.0598125471990956,0.459882369817817,0.0109436459673089,2.36693443897383,3.59747932256794,0.057693785655871,0.394620212629691,0.23858864332798,0.656819711862125,0.0816122733889438,1.65533596837945,0.95529197080292,"control","saline",43
332.243750000006,42.4937500000007,66.2854166666678,103.972916666669,108.427083333335,100.560416666668,89.6625000000016,0,906.137323943677,30.4014084507047,1494.85140845073,5531.28169014094,461.051408450712,570.441549295784,678.050704225363,123.521830985918,87.4879518072292,22.210843373494,1326.95963855422,12597.9397590362,247.659036144579,1005.46626506024,187.827108433736,280.512650602411,294.21,28.64,6.83749999999999,8.80499999999999,198.6675,0,143.9425,0,421.80254237288,5.39237288135592,104.805508474576,1013.72796610169,198.474152542372,76.7936440677964,388.104661016948,30.350847457627,615.598026315785,36.1203947368419,326.814473684208,1328.47302631578,372.521052631576,230.567763157893,598.651973684206,52.8355263157891,6.28333333333344,3.47708333333339,0.804166666666681,1.9354166666667,10.9916666666669,0.525000000000009,1.51875000000003,6.46901408450715,5.30492957746487,0.81760563380283,2.55633802816906,8.78450704225366,0.58943661971832,7.07112676056349,8.91867469879521,4.77289156626508,0.637951807228918,1.6210843373494,9.90000000000003,0.623493975903616,1.8487951807229,6.44249999999999,3.6425,0.764999999999999,1.485,9.00499999999999,0.799999999999999,1.9125,4.91186440677965,3.93432203389829,0.657203389830507,2.05805084745762,9.27457627118642,0.437288135593219,2.53474576271186,2.82236842105261,2.94276315789472,0.969078947368414,2.06644736842104,5.13157894736839,0.276315789473682,4.8473684210526,0,0.637525797984251,0.967178952852305,1.20928017101166,0.127899320905209,0.0223315025170541,0.270254073502563,0.103130084716631,0.679965975372651,0.0335505531527961,1.65591397849462,1.24230654317299,0.0222665496079393,0.105331479903484,0.0798119600737929,1.31854788272989,0.253873166701095,2.07421431276032,5.35483870967742,0,0.776547416240772,0,1.38018653281692,0.0973454335338704,2.47220315717227,4.70849673202614,0.0299398344255429,0.103386225870445,0.0757536998442567,0.511393375236236,0.0127841165940365,2.35735056542811,3.65897693079238,0.0397716214549847,0.24600760964681,0.173558483003092,0.622266473689243,0.0586752932802827,1.74379610999329,1.0586319218241,"control","saline",0
281.297014925376,48.7656716417916,61.2671641791051,91.5917910447771,110.433582089553,83.8074626865681,107.579104477613,0,2228.97464788729,25.6267605633799,682.715492957736,4193.77816901402,436.732394366191,441.94225352112,724.563380281679,84.2429577464776,92.2514705882354,21.8779411764706,1372.51323529412,10208.0294117647,237.283823529412,962.022058823531,203.125,264.245588235294,281.314534883723,36.6523255813956,7.44418604651168,20.5953488372094,219.640116279071,10.3691860465117,183.122093023257,0,471.63664122137,5.1629770992366,165.042366412212,1225.78969465648,215.390839694655,108.396183206106,334.394656488547,36.5896946564882,498.541875,27.350625,356.17875,1228.485,356.761875,1376.619375,572.647499999999,34.14375,5.97089552238812,3.31567164179108,0.754477611940306,1.75522388059703,9.68731343283592,0.479104477611945,1.51791044776121,4.66690140845063,4.15140845070416,0.695070422535201,2.46971830985912,6.9612676056337,0.390845070422529,6.71197183098581,8.32352941176472,4.61470588235295,0.639705882352942,1.75882352941177,9.34264705882354,0.61764705882353,1.70294117647059,6.10465116279074,3.88779069767445,0.76569767441861,1.50000000000001,8.86744186046518,0.758720930232563,1.85581395348838,4.82404580152668,4.12099236641218,0.612595419847323,2.15267175572517,9.02633587786252,0.444274809160302,3.01374045801524,2.8125,3.15,0.961874999999999,2.109375,5.06812499999999,0.294375,4.4475,0,0.668915450612305,0.915010632837134,1.02653375509864,0.173360075131719,0.0200876046255645,0.162792466707472,0.105380455453375,0.602752507581059,0.0114971072406184,1.67684478371501,1.03714195782184,0.0258860527900471,0.134454279070974,0.0942417013135565,1.1681665158371,0.237155473370423,2.02453792224347,5.48618307426598,0,0.361449864498645,0.503472222222222,1.19941899228498,0.13028948396337,2.28084342754598,4.7781954887218,0.0298498957985956,0.134641665802603,0.0884296740938775,0.64412165540101,0.0109469380620351,2.19033064740206,2.99506079027356,0.0277933796505452,0.289933332519323,1.12058297415109,0.623004335127631,0.0548612390884918,1.60892857142857,1.13954468802698,"control","saline",4
321.103703703704,47.0722222222222,106.368518518519,100.351851851852,196.437037037037,137.935185185185,154.224074074074,0,618.156428571438,49.7700000000007,2923.91142857147,7072.00714285725,428.762142857149,847.352142857156,516.096428571436,154.549285714288,66.8866666666674,23.3683333333336,1803.76666666669,12360.4950000001,215.828333333336,1205.68833333335,120.393333333335,310.755000000004,257.841279069769,24.3645348837211,9.17790697674425,11.6808139534885,247.172093023258,15.1098837209303,162.544186046513,0,493.668120805365,6.86073825503349,176.160402684562,1278.55268456375,235.687248322146,113.130201342281,356.136241610735,39.8154362416104,555.488961038958,55.211688311688,393.031168831167,1338.41688311688,280.036363636362,234.899999999999,409.778571428569,36.9681818181816,6.65370370370371,3.80925925925926,0.705555555555556,2.02592592592593,11.5851851851852,0.535185185185185,1.84444444444445,6.65571428571438,5.26928571428579,0.767142857142868,1.80428571428574,8.70000000000013,0.638571428571438,5.24785714285722,9.10833333333344,4.54333333333339,0.57333333333334,1.63666666666669,9.47500000000011,0.586666666666673,1.87500000000002,5.84651162790702,3.84418604651165,0.622674418604655,1.54534883720931,9.03837209302332,0.661046511627911,2.00232558139536,4.93691275167781,3.92114093959728,0.505369127516774,1.91174496644294,8.9305369127516,0.419798657718117,3.391610738255,2.79545454545453,2.92792207792206,0.882467532467528,1.86623376623376,4.81168831168829,0.276623376623375,4.94025974025971,0,1.05995571138586,1.37451559328289,1.27371189106759,0.14659507716441,0.021853666518194,0.413448596629973,0.119817772485282,0.830779131806764,0.0805136009262565,1.65107767385116,1.65781951817068,0.0251409834314888,0.145929970172446,0.0975436933013875,1.79269339387563,0.349372072161866,2.08547322083639,5.05333333333333,0,0.785724951470808,1.29356428251456,1.52064554897416,0.0944943143767461,2.35117967332123,4.51393728222997,0.0311410211892799,0.137781105785773,0.0884830188916946,0.661789564735613,0.0138974707215061,2.27753530166881,2.63312555654497,0.0276208274749874,0.293653773939166,0.175505855434944,0.683384596368961,0.0993929532072481,1.64337990685296,0.97397476340694,"control","saline",5
344.265789473682,32.5046052631577,60.6256578947364,100.863157894736,140.427631578946,64.0697368421048,158.206578947367,0,1504.19817073171,20.9030487804878,1038.97682926829,4113.65304878049,417.362195121952,459.342073170733,618.543292682928,72.3475609756099,97.1233695652187,18.4206521739133,1095.02608695654,11077.0043478262,256.058152173917,1042.2668478261,179.879347826089,280.914130434786,323.866216216223,10.6540540540543,14.5763513513516,9.50472972972992,266.637162162167,0,111.707432432435,0,476.49523809524,4.95238095238097,72.1726190476194,814.24166666667,133.883333333334,33.3261904761906,295.109523809525,14.8369047619048,600.625609756099,66.1701219512196,428.449390243903,1269.62743902439,306.058536585366,265.953658536586,473.072560975611,25.9554878048781,6.88618421052627,3.72236842105261,0.748026315789469,2.08815789473683,11.0921052631578,0.52302631578947,1.57302631578946,5.46402439024391,4.25670731707318,0.713414634146343,2.03048780487805,6.49207317073172,0.444512195121952,6.91280487804879,9.30163043478274,4.56521739130441,0.542934782608703,1.1592391304348,8.31847826086968,0.578804347826095,1.56521739130437,5.68986486486498,3.17635135135141,0.664864864864878,1.10472972972975,7.08243243243257,0.677027027027041,1.74932432432436,4.82857142857145,4.12619047619049,0.605952380952384,1.94880952380953,8.9869047619048,0.453571428571431,2.43333333333334,2.74024390243903,3.15731707317074,0.985975609756099,1.86036585365854,5.10182926829269,0.285365853658537,4.12317073170732,0,0.601068409517846,0.635214464621165,0.887621946655356,0.0944171807278648,0.0175871810572497,0.252567928541349,0.111662813495393,0.674750175224835,0.0138964726770806,1.52513966480447,0.939137337920085,0.0253601173759504,0.0988557964384501,0.0940928445180792,1.42349944709316,0.189662408299619,1.82214285714286,5.31458333333333,0,1.53358925143954,0,2.3869240958827,0.0328964662585903,2.2297383535418,4.0486674391657,0.0182217459131561,0.0886378356723975,0.0409291145866078,0.453673373888629,0.0103933482571154,2.17801500288517,3.69324853228963,0.0204433891447895,0.337460720424515,0.209473779757745,0.646958969580029,0.110168665598675,1.61587485515643,1.23735581188997,"control","saline",11
865.226470588274,63.2647058823558,142.323529411771,268.345588235306,310.967647058837,266.527941176482,362.444117647075,0,1167.95538461539,66.3553846153851,2328.72230769233,3872.88000000003,498.498461538465,747.304615384621,462.228461538465,56.1207692307697,107.008750000002,19.4825000000003,1566.66625000003,9581.65625000017,283.480000000005,1218.45250000002,231.256250000004,250.237500000004,368.853896103894,23.0727272727271,8.92987012987008,14.5733766233765,303.96818181818,0,160.866233766233,0,494.463698630131,8.03424657534237,129.806506849314,1252.24417808218,133.079794520546,83.2099315068483,211.444520547943,26.4441780821915,595.699411764694,68.8764705882339,487.732941176461,1292.10529411762,430.512352941168,305.182941176464,533.654117647048,30.7076470588229,NA,NA,NA,NA,NA,NA,NA,5.03538461538465,4.63615384615388,0.810000000000006,2.01923076923078,6.4661538461539,0.49615384615385,6.10846153846158,7.63250000000013,4.69000000000008,0.56500000000001,1.44125000000003,8.21500000000015,0.56875000000001,1.64000000000003,6.06233766233763,3.79480519480517,0.689610389610386,1.61688311688311,8.97272727272722,0.736363636363632,1.73961038961038,4.44760273972598,4.31712328767118,0.544520547945199,2.04965753424655,9.33493150684921,0.440753424657529,2.71952054794517,2.11764705882349,2.90823529411759,0.93529411764704,1.94647058823525,4.81235294117637,0.268235294117642,3.70764705882345,0,0.530374023838882,0.993226469379367,0.857974048737737,0.0731192445364525,0.0144907069753696,0.601289559111645,0.192958370872481,1.07846769080225,0.0568132871250351,1.3947237431558,1.05855685681904,0.0261163094845946,0.163506831086745,0.127165123461823,1.22582632901813,0.18206455079608,1.75159914712154,5.00914634146342,0,0.612752305841465,0,1.88957107219841,0.0625524835617524,2.36447638603696,5.1578947368421,0.0211174294478981,0.103659101891864,0.0664486471274996,0.629383982974257,0.0162484052875885,2.16230366492147,3.43256516811485,0.0237655918589771,0.377471513658284,0.236190457980341,0.806725440139681,0.115622861510296,1.65473300970874,1.29795335554498,"control","saline",23
279.171093750002,34.1156250000002,57.2039062500004,52.3546875000003,185.922656250001,72.7875000000004,119.981250000001,0,2646.87529411766,15.8435294117648,532.851176470591,2712.78000000002,379.46117647059,422.862352941179,551.355882352944,70.2070588235298,88.9232673267327,15.0207920792079,1361.19356435644,10151.0896039604,260.392574257426,1190.15346534653,207.359405940594,304.526732673267,380.793181818185,30.3227272727276,9.36590909090918,32.9818181818185,337.77272727273,0,226.629545454548,0,456.595862068967,6.36310344827588,74.5810344827589,768.080689655175,113.613103448276,36.8813793103449,228.358965517242,18.8937931034483,537.326712328761,57.028767123287,392.449315068489,1314.78082191779,410.023972602735,217.239041095888,645.398630136979,27.5691780821915,6.05156250000004,3.09843750000002,0.658593750000004,1.92656250000001,9.61406250000006,0.466406250000003,1.48125000000001,4.1858823529412,3.47470588235296,0.614117647058827,2.17764705882354,5.48647058823532,0.294705882352943,6.65117647058827,8.14455445544555,4.36039603960396,0.521287128712871,1.56683168316832,8.37178217821782,0.510891089108911,1.54752475247525,4.79090909090914,3.19318181818185,0.647727272727279,1.52500000000001,7.4363636363637,0.57954545454546,1.48863636363638,4.74103448275863,4.12655172413794,0.616551724137933,2.17034482758621,9.47172413793106,0.452068965517243,1.99655172413794,2.49452054794518,2.79246575342463,0.784931506849306,1.91712328767121,4.49178082191776,0.26712328767123,4.2493150684931,0,1.0926224371027,1.39027665860865,1.54959759337396,0.122203285955353,0.0258801151672931,0.196422554158682,0.155877864383096,0.688232752412502,0.0059857483452186,1.57897409852717,0.824887237994163,0.0299994133195768,0.134093345390762,0.117243912898001,1.25575482373838,0.168918580375783,1.91995912806539,5.40978886756238,0,0.283971885336273,0,1.49041788260778,0.0796304364693314,2.3288256227758,4.99541984732824,0.0245987086486064,0.097100520150092,0.0480175843594019,0.497519785093342,0.0139359638947292,2.29531210829782,4.7440414507772,0.0209686493920545,0.298490294751977,0.165228331197449,0.635303444191866,0.106134249079346,1.60853568800589,1.05705996131528,"control","saline",3
347.516666666676,62.6583333333351,50.3833333333347,110.727777777781,172.925000000005,121.34166666667,209.125000000006,0,1133.51999999999,22.2919999999998,1547.58199999999,7408.02799999994,386.523999999997,782.151999999993,566.547999999995,172.773999999999,103.854545454546,18.8079545454547,1376.08806818183,11683.9073863637,246.467045454548,1265.14431818183,170.611363636365,342.89488636364,289.047656250002,15.3750000000001,76.7226562500005,46.9125000000003,266.423437500002,0,144.583593750001,0,484.231578947375,4.73947368421059,94.7197368421065,976.701315789486,151.422368421055,43.4907894736848,270.367105263161,19.7486842105266,458.792957746486,55.6838028169023,298.588732394371,1036.25915492959,227.721126760567,164.767605633806,374.296478873246,21.8640845070426,7.26666666666687,3.66666666666677,0.811111111111134,1.54722222222227,10.4027777777781,0.547222222222237,1.70277777777783,6.43799999999995,5.13799999999996,0.717999999999994,1.94999999999998,8.36999999999993,0.559999999999995,5.29399999999996,9.09375000000008,4.52045454545459,0.547159090909096,1.4096590909091,9.05625000000008,0.589772727272733,1.65000000000002,4.40390625000003,2.70937500000002,0.532031250000003,1.21171875000001,6.40546875000004,0.499218750000003,1.43437500000001,4.51710526315795,3.75526315789478,0.568421052631586,1.80657894736844,8.77763157894748,0.432894736842111,2.51973684210529,2.33239436619722,2.58380281690145,0.682394366197194,1.3711267605634,4.07746478873246,0.268309859154934,3.69718309859161,0,0.455019818373388,1.0958557021725,0.826897788404065,0.180303102968683,0.0233225360379307,0.208906067849636,0.105581674367321,0.682244046400305,0.0196661726303903,1.62903853639548,1.58103513411409,0.0293476210504571,0.117776358770856,0.108280926606657,1.44461095791871,0.18109900210084,2.00339366515837,5.48863636363636,0,1.63544164668265,0,1.84269480782635,0.0531919206661964,2.36418685121107,4.4656862745098,0.0202197784432832,0.0969792251846643,0.0445282388490798,0.560062098803284,0.00978761792965523,2.33742116327961,3.48355091383812,0.021099050756785,0.288140983820459,0.159002316022965,0.608397726438897,0.121370221309437,1.57808667211774,1.10285714285714,"control","saline",26
364.270161290324,35.4725806451614,70.4298387096776,110.564516129033,155.131451612904,146.828225806452,164.441129032258,0,897.181395348843,20.4558139534885,1497.83372093024,6642.69418604656,370.569767441863,606.688953488376,620.572674418609,131.183720930233,87.7018518518519,12.487037037037,1055.38148148148,11150.2759259259,245.235185185185,1133.79444444444,178.568518518519,297.212962962963,317.095360824741,13.540206185567,9.17319587628862,11.1092783505154,331.985567010308,0,130.114948453608,0,483.565966386554,4.13193277310924,102.213025210084,1106.76176470588,137.979831932773,59.3457983193276,244.409243697479,26.640756302521,656.406428571438,37.7207142857148,385.587857142863,1333.33928571431,466.971428571436,248.607857142861,689.314285714296,32.7300000000005,6.71854838709679,3.68225806451614,0.733064516129034,1.90887096774194,10.5870967741936,0.510483870967743,1.70564516129033,5.61279069767446,4.85058139534887,0.685465116279074,1.69011627906978,7.35174418604656,0.525000000000003,4.98837209302329,8.70740740740741,4.83518518518519,0.537037037037037,1.59814814814815,9.15,0.592592592592593,1.62777777777778,5.82989690721647,3.7623711340206,0.746907216494842,1.60515463917525,8.50206185567007,0.72525773195876,1.98711340206185,4.72310924369747,4.01848739495798,0.571008403361344,1.82142857142857,9.06680672268906,0.457563025210083,2.58781512605041,2.64857142857147,3.1971428571429,0.915000000000013,1.94785714285717,5.16000000000008,0.300000000000004,4.88571428571436,0,0.637002188183807,1.32798687089716,0.943385955362003,0.0973798691594992,0.0197485714765846,0.225485876510249,0.0913317603515105,0.597141612445369,0.0228000870944664,1.51564185544768,1.47377622377622,0.0266552114887042,0.0946507053720145,0.101683084075813,1.3733394173831,0.142380540129648,1.89237839908081,5.62116040955631,0,0.825723830734966,0,2.55147906490296,0.0427007388261686,2.25976161117961,4.27859922178988,0.0240709041024747,0.0923532312640442,0.0536211136053283,0.564544244912274,0.00854471377294209,2.25627352572146,3.503653190453,0.0245473904134357,0.289189601832135,0.18645506046848,0.67744342203432,0.0574654857780839,1.61394101876676,1.05614035087719,"control","saline",29
289.470491803279,23.6508196721312,52.0598360655738,96.2668032786886,131.899180327869,179.808196721312,146.601639344262,5.50819672131148,1084.20468750001,33.3187500000002,2470.31953125001,6254.59687500004,420.628125000003,828.056250000005,602.378906250004,141.979687500001,76.5489130434793,21.7614130434786,1850.84510869568,11565.4565217393,253.711956521743,1084.16086956523,228.986413043481,308.744021739135,368.257407407408,23.5240740740741,11.3537037037037,74.0592592592593,211.309259259259,4.5462962962963,189.862962962963,0,492.287404580157,4.68664122137409,50.4572519083974,279.626335877865,280.968320610689,13.8183206106871,611.99198473283,21.6274809160307,658.599193548389,31.0427419354839,631.623387096776,1373.09516129033,399.273387096775,356.864516129033,428.987903225808,42.8830645161291,4.73975409836066,2.56598360655738,0.640573770491804,1.63647540983607,9.03688524590165,0.382377049180328,1.22704918032787,5.70468750000003,4.55390625000003,0.768750000000005,1.84921875000001,8.18437500000005,0.539062500000003,4.42734375000003,7.87663043478272,4.08097826086962,0.591847826086965,1.3467391304348,8.70652173913055,0.560869565217399,1.52608695652176,7.35925925925926,4.03333333333333,0.783333333333334,1.73888888888889,11.1314814814815,0.85,2.14074074074074,4.79427480916035,3.88396946564889,0.664122137404586,1.62709923664123,9.58511450381687,0.484351145038172,2.20648854961834,3.02661290322581,3.18629032258065,1.13709677419355,2.12177419354839,5.6225806451613,0.333870967741936,4.32822580645162,0.0572180287878207,0.540787003333461,1.86781102724242,0.899711496527894,0.0817037326492125,0.022700054110202,0.394960631455564,0.132391625959107,0.698278310604439,0.0307310514187387,1.79722079258878,1.84859714134463,0.0266953596824126,0.160032170387454,0.0937412948228514,1.1079782121115,0.284281150159744,2.13343987215342,5.70512820512821,0,0.153305661132226,0.0613872774554911,1.11295671341904,0.0638794321604755,2.75987144168962,5.19982698961938,0.0773442202721462,0.180445277981385,0.0494170928761256,0.459104575909354,0.00952013230029935,2.46786556603774,4.34405812143228,0.0312309486808118,0.459999718084525,0.259897876119292,0.930733440487268,0.0471344973385595,1.76461655277145,1.29904974846283,"withdrawal","saline",57
344.598076923076,35.5653846153845,65.005769230769,105.028846153846,159.230769230769,91.407692307692,223.961538461538,4.18653846153845,2499.53372093025,16.4127906976745,487.142441860468,1506.79534883722,464.755813953492,232.527906976746,613.948255813958,21.8162790697676,60.8826446280992,13.8842975206612,1262.29586776859,9269.15826446281,255.918595041322,665.639256198347,304.079752066116,191.179338842975,257.636597938143,15.8211340206185,11.7541237113402,12.7036082474226,217.093298969071,9.36958762886594,180.052577319587,0,467.168691588778,4.76635514018685,54.7794392523357,176.49672897196,207.898598130838,15.6560747663549,545.782710280366,13.3850467289718,503.896753246751,38.0435064935063,396.769480519478,1196.67857142856,291.894155844154,242.855844155843,519.274675324673,26.8675324675323,5.74230769230767,3.21923076923076,0.790384615384612,2.32115384615384,11.1846153846153,0.426923076923075,1.35192307692307,3.97500000000003,3.64360465116282,0.77616279069768,2.25523255813955,6.40813953488376,0.294767441860467,7.65000000000005,7.14297520661157,3.95330578512397,0.549173553719008,1.09834710743802,7.53347107438017,0.492148760330579,1.49876033057851,6.69896907216492,3.80257731958761,0.774742268041234,1.71494845360824,9.74072164948449,0.770103092783502,1.72886597938144,5.05093457943918,4.44252336448592,0.735981308411204,1.97523364485978,10.2238317757008,0.510280373831768,2.29485981308408,2.44870129870129,2.7681818181818,0.94480519480519,1.96948051948051,4.69480519480517,0.2512987012987,3.8707792207792,0.0398608440904513,0.618932527693857,0.87031035429827,0.71097372488408,0.103208308452992,0.0144785946456518,0.323297017233556,0.154319501421467,0.756995088026318,0.00656634097801497,1.75873623743418,0.83766529867761,0.020625318220743,0.136182362168541,0.0718122657102914,0.841616692010714,0.228050171037628,1.90561304484164,5.02646815550041,0,0.925258673158856,0.737553256238588,1.2057216964117,0.0614087212268539,2.56161041073607,5.63416815742397,0.0758373642782821,0.31037084693529,0.0887046171198005,0.380918255955821,0.0102026424844035,2.30135689491953,4.45510079413561,0.0224517536362822,0.331558941550884,0.202941583441181,0.562118989649649,0.0754986140481778,1.69598874032372,1.2128837443382,"withdrawal","saline",1
