"mPFC.NA","mPFC.MHPG","mPFC.DOPAC","mPFC.DA","mPFC.5.HIAA","mPFC.HVA","mPFC.5.HT","mPFC.3.MT","Nacc.NA","Nacc.MHPG","Nacc.DOPAC","Nacc.DA","Nacc.5.HIAA","Nacc.HVA","Nacc.5.HT","Nacc.3.MT","Cpu.NA","Cpu.MHPG","Cpu.DOPAC","Cpu.DA","Cpu.5.HIAA","Cpu.HVA","Cpu.5.HT","Cpu.3.MT","Hipp.NA","Hipp.MHPG","Hipp.DOPAC","Hipp.DA","Hipp.5.HIAA","Hipp.HVA","Hipp.5.HT","Hipp.3.MT","Amygdala.NA","Amygdala.MHPG","Amygdala.DOPAC","Amygdala.DA","Amygdala.5.HIAA","Amygdala.HVA","Amygdala.5.HT","Amygdala.3.MT","VTA.NA","VTA.MHPG","VTA.DOPAC","VTA.DA","VTA.5.HIAA","VTA.HVA","VTA.5.HT","VTA.3.MT","mPFC.Taurine","mPFC.Gln","mPFC.Gly","mPFC.Asp","mPFC.Glu","mPFC.Ala","mPFC.GABA","Nacc.Taurine","Nacc.Gln","Nacc.Gly","Nacc.Asp","Nacc.Glu","Nacc.Ala","Nacc.GABA","Cpu.Taurine","Cpu.Gln","Cpu.Gly","Cpu.Asp","Cpu.Glu","Cpu.Ala","Cpu.GABA","Hipp.Taurine","Hipp.Gln","Hipp.Gly","Hipp.Asp","Hipp.Glu","Hipp.Ala","Hipp.GABA","Amygdala.Taurine","Amygdala.Gln","Amygdala.Gly","Amygdala.Asp","Amygdala.Glu","Amygdala.Ala","Amygdala.GABA","VTA.Taurine","VTA.Gln","VTA.Gly","VTA.Asp","VTA.Glu","VTA.Ala","VTA.GABA","yMorphine","yWithdrawal","yUSV"
283.923999999998,41.6779999999996,72.7899999999994,81.2999999999993,113.783999999999,105.755999999999,114.177999999999,0,2451.10808823532,30.2161764705886,1169.71764705884,3855.36838235299,458.677941176476,406.237500000005,560.490441176477,89.9382352941187,112.885263157894,19.3752631578946,1299.85578947368,11258.8310526315,220.419473684209,867.288947368415,208.010526315788,343.36736842105,319.245348837211,31.5296511627909,8.4209302325582,17.1680232558141,215.604069767443,11.2063953488373,179.298837209304,0,424.425524475519,3.73951048951044,88.3993006992995,859.79790209789,135.73846153846,57.8937062937055,317.593006993003,38.5363636363631,451.12417582417,24.9131868131865,371.23516483516,1142.22692307691,369.990659340655,245.451098901096,563.594505494499,44.5730769230764,6.25399999999995,3.18999999999997,0.639999999999995,1.64599999999999,10.3699999999999,0.473999999999996,1.50399999999999,5.68897058823536,4.64338235294123,0.873529411764717,2.57647058823532,8.06029411764715,0.463235294117653,8.42426470588245,8.73947368421047,4.47631578947365,0.612631578947364,1.47947368421052,9.11052631578941,0.603157894736838,1.68157894736841,6.27034883720934,3.7604651162791,0.683720930232563,1.60813953488373,9.71162790697681,0.781395348837215,1.92034883720932,4.46118881118875,3.74265734265729,0.534965034965027,1.84405594405592,8.74090909090897,0.430069930069924,2.3328671328671,2.54999999999997,2.71318681318678,0.984065934065922,1.95164835164833,4.81978021978016,0.290109890109887,4.04340659340654,"Saline","Control",27
296.659756097562,48.6951219512196,45.3384146341464,88.1670731707319,131.187804878049,103.086585365854,154.955487804878,0,871.751351351369,33.4155405405412,1450.39864864868,5287.77364864875,482.329054054064,621.504729729742,644.041216216229,117.152027027029,89.4014018691594,23.4883177570095,1475.04953271029,10423.0570093459,233.259813084114,924.534112149539,172.980841121496,283.610747663553,234.408870967743,39.4306451612904,4.58225806451614,7.71532258064518,209.874193548388,7.05000000000002,153.176612903226,0,397.763245033115,4.35298013245036,93.1857615894046,1072.05794701988,159.23046357616,64.1225165562918,346.241721854307,28.123509933775,457.456818181822,37.3340909090913,455.118181818186,1153.30681818183,277.170454545457,275.165909090912,421.98863636364,66.538636363637,6.14634146341464,3.36036585365854,0.671341463414635,1.58414634146342,10.0737804878049,0.453658536585367,1.58780487804878,6.03648648648661,4.59932432432442,0.762162162162177,2.21756756756761,7.8405405405407,0.512837837837848,7.87702702702719,8.677570093458,4.66962616822433,0.609813084112153,1.70327102803739,9.40093457943931,0.629439252336452,1.98785046728973,5.93951612903227,3.54919354838711,0.679838709677421,1.34274193548387,8.63709677419357,0.747580645161292,1.8725806451613,4.73841059602652,3.8334437086093,0.489735099337752,1.9450331125828,9.0735099337749,0.419205298013248,2.52218543046359,2.64090909090911,2.87500000000003,0.945454545454554,1.81136363636365,4.75909090909095,0.30227272727273,4.98181818181823,"Saline","Control",43
332.243750000006,42.4937500000007,66.2854166666678,103.972916666669,108.427083333335,100.560416666668,89.6625000000016,0,906.137323943677,30.4014084507047,1494.85140845073,5531.28169014094,461.051408450712,570.441549295784,678.050704225363,123.521830985918,87.4879518072292,22.210843373494,1326.95963855422,12597.9397590362,247.659036144579,1005.46626506024,187.827108433736,280.512650602411,294.21,28.64,6.83749999999999,8.80499999999999,198.6675,0,143.9425,0,421.80254237288,5.39237288135592,104.805508474576,1013.72796610169,198.474152542372,76.7936440677964,388.104661016948,30.350847457627,615.598026315785,36.1203947368419,326.814473684208,1328.47302631578,372.521052631576,230.567763157893,598.651973684206,52.8355263157891,6.28333333333344,3.47708333333339,0.804166666666681,1.9354166666667,10.9916666666669,0.525000000000009,1.51875000000003,6.46901408450715,5.30492957746487,0.81760563380283,2.55633802816906,8.78450704225366,0.58943661971832,7.07112676056349,8.91867469879521,4.77289156626508,0.637951807228918,1.6210843373494,9.90000000000003,0.623493975903616,1.8487951807229,6.44249999999999,3.6425,0.764999999999999,1.485,9.00499999999999,0.799999999999999,1.9125,4.91186440677965,3.93432203389829,0.657203389830507,2.05805084745762,9.27457627118642,0.437288135593219,2.53474576271186,2.82236842105261,2.94276315789472,0.969078947368414,2.06644736842104,5.13157894736839,0.276315789473682,4.8473684210526,"Saline","Control",0
281.297014925376,48.7656716417916,61.2671641791051,91.5917910447771,110.433582089553,83.8074626865681,107.579104477613,0,2228.97464788729,25.6267605633799,682.715492957736,4193.77816901402,436.732394366191,441.94225352112,724.563380281679,84.2429577464776,92.2514705882354,21.8779411764706,1372.51323529412,10208.0294117647,237.283823529412,962.022058823531,203.125,264.245588235294,281.314534883723,36.6523255813956,7.44418604651168,20.5953488372094,219.640116279071,10.3691860465117,183.122093023257,0,471.63664122137,5.1629770992366,165.042366412212,1225.78969465648,215.390839694655,108.396183206106,334.394656488547,36.5896946564882,498.541875,27.350625,356.17875,1228.485,356.761875,1376.619375,572.647499999999,34.14375,5.97089552238812,3.31567164179108,0.754477611940306,1.75522388059703,9.68731343283592,0.479104477611945,1.51791044776121,4.66690140845063,4.15140845070416,0.695070422535201,2.46971830985912,6.9612676056337,0.390845070422529,6.71197183098581,8.32352941176472,4.61470588235295,0.639705882352942,1.75882352941177,9.34264705882354,0.61764705882353,1.70294117647059,6.10465116279074,3.88779069767445,0.76569767441861,1.50000000000001,8.86744186046518,0.758720930232563,1.85581395348838,4.82404580152668,4.12099236641218,0.612595419847323,2.15267175572517,9.02633587786252,0.444274809160302,3.01374045801524,2.8125,3.15,0.961874999999999,2.109375,5.06812499999999,0.294375,4.4475,"Saline","Control",4
321.103703703704,47.0722222222222,106.368518518519,100.351851851852,196.437037037037,137.935185185185,154.224074074074,0,618.156428571438,49.7700000000007,2923.91142857147,7072.00714285725,428.762142857149,847.352142857156,516.096428571436,154.549285714288,66.8866666666674,23.3683333333336,1803.76666666669,12360.4950000001,215.828333333336,1205.68833333335,120.393333333335,310.755000000004,257.841279069769,24.3645348837211,9.17790697674425,11.6808139534885,247.172093023258,15.1098837209303,162.544186046513,0,493.668120805365,6.86073825503349,176.160402684562,1278.55268456375,235.687248322146,113.130201342281,356.136241610735,39.8154362416104,555.488961038958,55.211688311688,393.031168831167,1338.41688311688,280.036363636362,234.899999999999,409.778571428569,36.9681818181816,6.65370370370371,3.80925925925926,0.705555555555556,2.02592592592593,11.5851851851852,0.535185185185185,1.84444444444445,6.65571428571438,5.26928571428579,0.767142857142868,1.80428571428574,8.70000000000013,0.638571428571438,5.24785714285722,9.10833333333344,4.54333333333339,0.57333333333334,1.63666666666669,9.47500000000011,0.586666666666673,1.87500000000002,5.84651162790702,3.84418604651165,0.622674418604655,1.54534883720931,9.03837209302332,0.661046511627911,2.00232558139536,4.93691275167781,3.92114093959728,0.505369127516774,1.91174496644294,8.9305369127516,0.419798657718117,3.391610738255,2.79545454545453,2.92792207792206,0.882467532467528,1.86623376623376,4.81168831168829,0.276623376623375,4.94025974025971,"Saline","Control",5
344.265789473682,32.5046052631577,60.6256578947364,100.863157894736,140.427631578946,64.0697368421048,158.206578947367,0,1504.19817073171,20.9030487804878,1038.97682926829,4113.65304878049,417.362195121952,459.342073170733,618.543292682928,72.3475609756099,97.1233695652187,18.4206521739133,1095.02608695654,11077.0043478262,256.058152173917,1042.2668478261,179.879347826089,280.914130434786,323.866216216223,10.6540540540543,14.5763513513516,9.50472972972992,266.637162162167,0,111.707432432435,0,476.49523809524,4.95238095238097,72.1726190476194,814.24166666667,133.883333333334,33.3261904761906,295.109523809525,14.8369047619048,600.625609756099,66.1701219512196,428.449390243903,1269.62743902439,306.058536585366,265.953658536586,473.072560975611,25.9554878048781,6.88618421052627,3.72236842105261,0.748026315789469,2.08815789473683,11.0921052631578,0.52302631578947,1.57302631578946,5.46402439024391,4.25670731707318,0.713414634146343,2.03048780487805,6.49207317073172,0.444512195121952,6.91280487804879,9.30163043478274,4.56521739130441,0.542934782608703,1.1592391304348,8.31847826086968,0.578804347826095,1.56521739130437,5.68986486486498,3.17635135135141,0.664864864864878,1.10472972972975,7.08243243243257,0.677027027027041,1.74932432432436,4.82857142857145,4.12619047619049,0.605952380952384,1.94880952380953,8.9869047619048,0.453571428571431,2.43333333333334,2.74024390243903,3.15731707317074,0.985975609756099,1.86036585365854,5.10182926829269,0.285365853658537,4.12317073170732,"Saline","Control",11
279.171093750002,34.1156250000002,57.2039062500004,52.3546875000003,185.922656250001,72.7875000000004,119.981250000001,0,2646.87529411766,15.8435294117648,532.851176470591,2712.78000000002,379.46117647059,422.862352941179,551.355882352944,70.2070588235298,88.9232673267327,15.0207920792079,1361.19356435644,10151.0896039604,260.392574257426,1190.15346534653,207.359405940594,304.526732673267,380.793181818185,30.3227272727276,9.36590909090918,32.9818181818185,337.77272727273,0,226.629545454548,0,456.595862068967,6.36310344827588,74.5810344827589,768.080689655175,113.613103448276,36.8813793103449,228.358965517242,18.8937931034483,537.326712328761,57.028767123287,392.449315068489,1314.78082191779,410.023972602735,217.239041095888,645.398630136979,27.5691780821915,6.05156250000004,3.09843750000002,0.658593750000004,1.92656250000001,9.61406250000006,0.466406250000003,1.48125000000001,4.1858823529412,3.47470588235296,0.614117647058827,2.17764705882354,5.48647058823532,0.294705882352943,6.65117647058827,8.14455445544555,4.36039603960396,0.521287128712871,1.56683168316832,8.37178217821782,0.510891089108911,1.54752475247525,4.79090909090914,3.19318181818185,0.647727272727279,1.52500000000001,7.4363636363637,0.57954545454546,1.48863636363638,4.74103448275863,4.12655172413794,0.616551724137933,2.17034482758621,9.47172413793106,0.452068965517243,1.99655172413794,2.49452054794518,2.79246575342463,0.784931506849306,1.91712328767121,4.49178082191776,0.26712328767123,4.2493150684931,"Saline","Control",3
347.516666666676,62.6583333333351,50.3833333333347,110.727777777781,172.925000000005,121.34166666667,209.125000000006,0,1133.51999999999,22.2919999999998,1547.58199999999,7408.02799999994,386.523999999997,782.151999999993,566.547999999995,172.773999999999,103.854545454546,18.8079545454547,1376.08806818183,11683.9073863637,246.467045454548,1265.14431818183,170.611363636365,342.89488636364,289.047656250002,15.3750000000001,76.7226562500005,46.9125000000003,266.423437500002,0,144.583593750001,0,484.231578947375,4.73947368421059,94.7197368421065,976.701315789486,151.422368421055,43.4907894736848,270.367105263161,19.7486842105266,458.792957746486,55.6838028169023,298.588732394371,1036.25915492959,227.721126760567,164.767605633806,374.296478873246,21.8640845070426,7.26666666666687,3.66666666666677,0.811111111111134,1.54722222222227,10.4027777777781,0.547222222222237,1.70277777777783,6.43799999999995,5.13799999999996,0.717999999999994,1.94999999999998,8.36999999999993,0.559999999999995,5.29399999999996,9.09375000000008,4.52045454545459,0.547159090909096,1.4096590909091,9.05625000000008,0.589772727272733,1.65000000000002,4.40390625000003,2.70937500000002,0.532031250000003,1.21171875000001,6.40546875000004,0.499218750000003,1.43437500000001,4.51710526315795,3.75526315789478,0.568421052631586,1.80657894736844,8.77763157894748,0.432894736842111,2.51973684210529,2.33239436619722,2.58380281690145,0.682394366197194,1.3711267605634,4.07746478873246,0.268309859154934,3.69718309859161,"Saline","Control",26
364.270161290324,35.4725806451614,70.4298387096776,110.564516129033,155.131451612904,146.828225806452,164.441129032258,0,897.181395348843,20.4558139534885,1497.83372093024,6642.69418604656,370.569767441863,606.688953488376,620.572674418609,131.183720930233,87.7018518518519,12.487037037037,1055.38148148148,11150.2759259259,245.235185185185,1133.79444444444,178.568518518519,297.212962962963,317.095360824741,13.540206185567,9.17319587628862,11.1092783505154,331.985567010308,0,130.114948453608,0,483.565966386554,4.13193277310924,102.213025210084,1106.76176470588,137.979831932773,59.3457983193276,244.409243697479,26.640756302521,656.406428571438,37.7207142857148,385.587857142863,1333.33928571431,466.971428571436,248.607857142861,689.314285714296,32.7300000000005,6.71854838709679,3.68225806451614,0.733064516129034,1.90887096774194,10.5870967741936,0.510483870967743,1.70564516129033,5.61279069767446,4.85058139534887,0.685465116279074,1.69011627906978,7.35174418604656,0.525000000000003,4.98837209302329,8.70740740740741,4.83518518518519,0.537037037037037,1.59814814814815,9.15,0.592592592592593,1.62777777777778,5.82989690721647,3.7623711340206,0.746907216494842,1.60515463917525,8.50206185567007,0.72525773195876,1.98711340206185,4.72310924369747,4.01848739495798,0.571008403361344,1.82142857142857,9.06680672268906,0.457563025210083,2.58781512605041,2.64857142857147,3.1971428571429,0.915000000000013,1.94785714285717,5.16000000000008,0.300000000000004,4.88571428571436,"Saline","Control",29
289.470491803279,23.6508196721312,52.0598360655738,96.2668032786886,131.899180327869,179.808196721312,146.601639344262,5.50819672131148,1084.20468750001,33.3187500000002,2470.31953125001,6254.59687500004,420.628125000003,828.056250000005,602.378906250004,141.979687500001,76.5489130434793,21.7614130434786,1850.84510869568,11565.4565217393,253.711956521743,1084.16086956523,228.986413043481,308.744021739135,368.257407407408,23.5240740740741,11.3537037037037,74.0592592592593,211.309259259259,4.5462962962963,189.862962962963,0,492.287404580157,4.68664122137409,50.4572519083974,279.626335877865,280.968320610689,13.8183206106871,611.99198473283,21.6274809160307,658.599193548389,31.0427419354839,631.623387096776,1373.09516129033,399.273387096775,356.864516129033,428.987903225808,42.8830645161291,4.73975409836066,2.56598360655738,0.640573770491804,1.63647540983607,9.03688524590165,0.382377049180328,1.22704918032787,5.70468750000003,4.55390625000003,0.768750000000005,1.84921875000001,8.18437500000005,0.539062500000003,4.42734375000003,7.87663043478272,4.08097826086962,0.591847826086965,1.3467391304348,8.70652173913055,0.560869565217399,1.52608695652176,7.35925925925926,4.03333333333333,0.783333333333334,1.73888888888889,11.1314814814815,0.85,2.14074074074074,4.79427480916035,3.88396946564889,0.664122137404586,1.62709923664123,9.58511450381687,0.484351145038172,2.20648854961834,3.02661290322581,3.18629032258065,1.13709677419355,2.12177419354839,5.6225806451613,0.333870967741936,4.32822580645162,"Saline","Withdrawal",57
344.598076923076,35.5653846153845,65.005769230769,105.028846153846,159.230769230769,91.407692307692,223.961538461538,4.18653846153845,2499.53372093025,16.4127906976745,487.142441860468,1506.79534883722,464.755813953492,232.527906976746,613.948255813958,21.8162790697676,60.8826446280992,13.8842975206612,1262.29586776859,9269.15826446281,255.918595041322,665.639256198347,304.079752066116,191.179338842975,257.636597938143,15.8211340206185,11.7541237113402,12.7036082474226,217.093298969071,9.36958762886594,180.052577319587,0,467.168691588778,4.76635514018685,54.7794392523357,176.49672897196,207.898598130838,15.6560747663549,545.782710280366,13.3850467289718,503.896753246751,38.0435064935063,396.769480519478,1196.67857142856,291.894155844154,242.855844155843,519.274675324673,26.8675324675323,5.74230769230767,3.21923076923076,0.790384615384612,2.32115384615384,11.1846153846153,0.426923076923075,1.35192307692307,3.97500000000003,3.64360465116282,0.77616279069768,2.25523255813955,6.40813953488376,0.294767441860467,7.65000000000005,7.14297520661157,3.95330578512397,0.549173553719008,1.09834710743802,7.53347107438017,0.492148760330579,1.49876033057851,6.69896907216492,3.80257731958761,0.774742268041234,1.71494845360824,9.74072164948449,0.770103092783502,1.72886597938144,5.05093457943918,4.44252336448592,0.735981308411204,1.97523364485978,10.2238317757008,0.510280373831768,2.29485981308408,2.44870129870129,2.7681818181818,0.94480519480519,1.96948051948051,4.69480519480517,0.2512987012987,3.8707792207792,"Saline","Withdrawal",1
321.340476190478,36.5380952380954,69.564285714286,109.107142857143,149.219047619048,69.0690476190479,181.528571428572,0,2871.17359550565,24.3252808988767,531.08089887641,2308.93820224722,487.007865168544,317.142134831464,637.429213483153,55.016292134832,94.7649999999999,24.2775,1103.68125,9593.46749999999,259.19375,692.569999999999,325.50625,202.87875,297.015217391299,22.3217391304344,11.3478260869563,16.7543478260866,303.849999999994,0,221.269565217387,0,372.324264705881,5.72426470588233,86.161764705882,665.380147058821,225.641911764705,29.7661764705881,525.369485294115,28.5551470588234,538.541304347816,77.5304347826073,377.00434782608,1212.87826086954,451.760869565209,287.221739130429,677.03260869564,16.9260869565214,6.19285714285717,3.47142857142859,0.978571428571433,2.37142857142858,11.3380952380953,0.471428571428573,1.65476190476191,4.19157303370791,3.5477528089888,0.655617977528097,2.13202247191013,6.6455056179776,0.298314606741576,8.56685393258436,7.46624999999999,4.19375,0.537499999999999,1.4775,8.20124999999999,0.544999999999999,1.8475,6.09347826086945,3.76521739130428,0.663043478260857,1.58913043478258,8.98260869565201,0.723913043478247,1.81086956521736,5.23235294117645,4.32242647058822,0.539338235294115,1.89816176470587,9.93198529411761,0.455514705882351,2.82022058823528,2.66304347826082,2.91739130434777,0.947826086956504,1.93695652173909,5.06304347826078,0.252173913043474,4.11304347826079,"Saline","Withdrawal",20
412.002739726023,52.1671232876706,56.6712328767117,153.096575342464,181.473287671231,97.6643835616427,265.565753424654,11.7616438356163,2712.62054794517,17.7349315068491,302.878767123284,1420.38904109587,502.929452054789,220.273972602737,867.704794520538,48.8136986301364,85.0821428571432,16.7732142857144,1135.21785714286,10324.9321428572,369.435714285716,877.407142857147,333.312500000001,314.030357142858,330.298333333329,0,12.4099999999998,17.3299999999998,369.388333333328,0,241.621666666663,0,390.559500000008,6.39900000000014,71.3835000000015,454.17000000001,307.662000000007,26.3085000000006,691.846500000015,10.6050000000002,615.822794117634,35.6823529411757,379.347794117639,1321.91911764703,504.238235294107,273.818382352936,851.5257352941,45.527205882352,5.71232876712322,3.45410958904106,1.30890410958903,2.26849315068491,11.3198630136985,0.756164383561635,1.42191780821916,3.61438356164379,3.6534246575342,0.663698630136979,2.20273972602737,5.99589041095883,0.304109589041092,7.6623287671232,7.67321428571432,4.44285714285716,0.687500000000003,1.14107142857143,8.31250000000004,0.626785714285717,1.55892857142858,5.83166666666659,3.92333333333328,0.758333333333323,1.51333333333331,9.37666666666654,0.808333333333323,1.85166666666664,4.7550000000001,4.19850000000009,0.669000000000014,1.75050000000004,9.69750000000021,0.526500000000011,2.12400000000004,2.15294117647054,3.08823529411758,0.968382352941156,1.98529411764702,4.98308823529401,0.260294117647053,3.88897058823521,"Saline","Withdrawal",253
392.992771084339,40.4403614457833,79.9283132530123,180.533132530121,173.962048192772,87.3180722891569,236.625903614459,15.4951807228916,3383.98636363635,20.9610389610389,360.239610389609,1793.77207792207,368.935714285712,273.712987012986,514.211688311686,43.5292207792206,104.439,29.5125,1460.247,8238.51749999999,260.1795,703.786499999999,267.132,219.4725,304.145312500005,30.4921875000005,22.4359375000004,103.390625000002,297.460937500005,26.5656250000005,187.573437500003,0,448.998305084753,4.12627118644074,74.2792372881368,521.55254237289,175.037288135596,38.2182203389837,370.250847457633,14.1902542372884,579.506521739138,15.3913043478263,337.286956521744,1265.85000000002,338.539130434787,234.076086956525,581.539130434791,28.934782608696,5.73795180722893,3.47168674698796,0.675903614457833,2.20120481927712,11.1469879518073,0.482530120481929,1.70602409638555,4.29545454545452,3.59220779220777,0.670129870129867,2.19155844155843,6.72077922077919,0.296103896103895,9.45584415584411,7.68149999999999,4.3785,0.542999999999999,1.443,8.46749999999999,0.582,1.8645,6.20781250000011,3.49062500000006,0.664062500000012,1.33593750000002,8.63125000000015,0.707812500000013,2.17031250000004,4.50000000000007,4.1059322033899,0.572033898305094,1.92330508474579,10.0283898305086,0.484322033898313,2.79406779661021,2.27608695652177,2.7934782608696,0.882608695652186,1.67173913043481,4.64130434782615,0.273913043478265,4.1956521739131,"Saline","Withdrawal",152
312.845238095239,47.6380952380954,440.785714285716,105.809523809524,168.904761904763,63.7547619047622,280.019047619049,14.104761904762,3059.19890109886,17.2219780219778,412.50494505494,1872.70384615382,480.499450549445,270.357692307689,784.90054945054,39.7780219780215,101.847321428573,21.6803571428574,1334.7736607143,10084.9794642858,327.563839285718,879.005357142867,368.134821428575,291.780803571432,291.999504950495,18.8183168316832,7.18663366336634,28.1584158415842,292.488118811881,0,232.164356435644,0,516.811280487806,3.43628048780488,27.1518292682927,113.940548780488,292.027134146342,5.75121951219513,519.196646341464,0,377.705172413796,40.3137931034486,21.5568965517243,30.0086206896554,588.820689655177,50.7534482758625,380.410344827589,15.6120689655174,5.79285714285717,3.84047619047621,0.873809523809528,1.92380952380953,11.5952380952381,0.471428571428573,1.48571428571429,3.58516483516479,3.78296703296699,0.693956043956036,2.10989010989008,6.21098901098894,0.280219780219777,7.26758241758233,7.45044642857151,4.8616071428572,0.621428571428578,1.3982142857143,8.7000000000001,0.557142857142863,1.7357142857143,6.65643564356436,4.40495049504951,0.744059405940594,1.73316831683168,10.4153465346535,0.751485148514852,1.70346534653465,3.98048780487806,3.75274390243903,0.65579268292683,1.59420731707317,8.39725609756099,0.470121951219513,1.5594512195122,1.74827586206898,2.69655172413795,1.20172413793104,1.83103448275864,5.81206896551729,0.303448275862071,1.04137931034484,"Saline","Withdrawal",45
327.522077922076,47.9785714285712,81.1714285714282,107.616233766233,129.362337662337,151.377272727272,238.503896103895,10.3422077922077,4044.06071428573,15.8928571428572,329.407142857144,1662.94285714286,378.498214285716,247.62142857143,497.035714285716,36.0607142857144,114.718055555556,22.5569444444446,1186.85000000001,9395.74305555562,265.133333333335,1118.71944444445,323.583333333336,246.470833333335,325.46808510638,29.0186170212764,13.166489361702,47.8595744680847,287.143085106381,0,235.95319148936,0,493.995454545451,5.09090909090905,38.9284090909088,450.072727272724,170.904545454544,24.9556818181816,509.343181818178,12.5568181818181,598.268674698797,60.070481927711,361.216265060242,1311.18072289157,368.224698795182,263.490361445784,639.670481927713,33.4120481927712,6.06233766233763,3.33896103896102,0.720779220779217,2.44675324675323,10.8603896103896,0.446103896103894,1.57597402597402,3.83035714285716,3.83392857142859,0.751785714285717,2.2107142857143,6.5339285714286,0.287500000000001,8.29107142857146,8.24583333333339,4.61944444444448,0.562500000000004,1.68055555555557,8.75555555555562,0.561111111111115,1.90277777777779,6.52819148936165,3.65904255319146,0.702127659574462,1.76170212765956,8.98723404255312,0.690957446808505,1.84148936170211,4.63068181818178,4.05909090909088,0.679545454545449,1.95795454545453,9.3352272727272,0.502272727272723,2.09431818181817,2.41626506024097,1.77650602409639,0.883734939759039,0.827710843373497,2.67650602409639,0.236746987951808,4.74939759036146,"Saline","Withdrawal",38
304.572222222218,47.5861111111105,39.9138888888884,111.880555555554,139.113888888887,109.963888888887,257.919444444441,0,3624.85399999997,14.2019999999999,403.287999999997,2404.08799999998,339.993999999997,292.707999999998,465.333999999996,45.0039999999996,99.0256097560977,18.1152439024391,1305.43719512195,9078.91829268294,423.651219512196,1115.48780487805,302.014024390244,224.043292682927,369.99893617021,27.9765957446806,12.7260638297871,46.4920212765954,352.294148936167,0,296.339361702125,4.34042553191486,618.964772727279,14.8414772727274,179.805681818183,550.59545454546,307.621022727276,49.0261363636368,448.491477272731,6.6051136363637,623.097656250004,55.2492187500003,377.041406250002,1288.43671875001,346.399218750002,266.648437500002,527.969531250003,32.4562500000002,6.14166666666658,3.40277777777773,0.72499999999999,1.82777777777775,10.6138888888887,0.463888888888883,1.38333333333331,4.45399999999996,3.84599999999997,0.687999999999994,2.17199999999998,6.66599999999994,0.307999999999997,8.16799999999993,7.93536585365855,4.09756097560976,0.508536585365855,1.27682926829268,8.05975609756099,0.550609756097562,1.61341463414634,5.54042553191485,3.23138297872338,0.643085106382974,1.30851063829786,8.08882978723398,0.587234042553187,1.70744680851062,4.59375000000004,3.9511363636364,0.703977272727279,1.45909090909092,8.96590909090917,0.480681818181823,2.3693181818182,2.13281250000001,2.60390625000002,0.925781250000006,1.63828125000001,4.58437500000003,0.264843750000002,3.52968750000002,"Saline","Withdrawal",491
285.857812500002,33.1968750000002,66.6421875000004,112.736718750001,122.791406250001,93.7781250000006,105.775781250001,0,407.119999999997,26.3059999999998,1694.99799999999,8675.49999999993,273.231999999998,903.237999999993,372.693999999997,187.935999999998,99.3896341463416,17.9908536585366,1649.70365853659,12084.6420731708,286.39024390244,1392.12256097561,225.385975609756,288.854268292683,323.986363636364,20.6020661157025,9.83181818181818,17.0801652892562,288.556611570248,0,197.222727272727,0,526.99821428572,6.77008928571436,101.48705357143,748.419642857151,188.832589285716,42.8330357142862,387.366964285719,19.3031250000002,612.771093750004,52.5234375000003,452.882812500003,1396.00546875001,340.762500000002,297.229687500002,389.205468750002,34.2023437500002,5.57343750000003,3.53437500000002,0.644531250000004,1.95703125000001,10.3734375000001,0.407812500000002,1.45781250000001,6.56199999999995,5.95799999999995,0.681999999999994,2.01399999999998,9.36599999999992,0.645999999999995,3.21399999999997,8.95975609756099,5.51158536585367,0.587195121951221,1.67012195121952,9.71707317073172,0.645731707317074,1.76707317073171,6.01735537190083,3.75,0.637190082644628,1.5396694214876,8.65289256198347,0.678099173553719,1.60785123966942,4.77455357142862,5.05044642857148,0.617410714285721,2.20446428571431,10.5723214285715,0.511607142857148,2.85133928571432,2.36953125000001,3.15468750000002,0.902343750000005,1.81640625000001,4.73437500000003,0.276562500000002,3.93281250000002,"Saline","Withdrawal",27
